OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
604850,AMBEST #3961,7570 I-40 Exit 324,Bellwood,IL,220,2.890
604851,Road Ranger #3630,2494 I-80 Exit 27,Kutztown University,PA,2,2.957
604852,Bosselman Travel Center #5897,5933 State Hwy 6 Exit 221,Chase,PA,97,2.962
604853,TA Travel Center #9855,6230 I-10 Exit 62,Country Club Hills,MO,202,3.121
604854,Sapp Bros #7032,7845 US-287 Exit 286,Mount Vernon,IL,379,2.993
604855,Roadys Truck Stop #3461,8239 US-287 Exit 252,Missouri City,MO,27,3.075
604856,Roadys Truck Stop #6541,4086 I-95 Exit 219,North El Monte,CA,342,3.704
604857,Road Ranger #983,2188 State Hwy 6 Exit 321,Grays Prairie,TX,262,2.962
604858,QuikTrip #5565,8335 US-287 Exit 11,Corley,IA,171,3.129
604859,Flying J #1193,8806 I-10 Exit 283,Glenville,CT,209,3.016
604860,TA Travel Center #8404,8525 I-10 Exit 241,Wadsworth,OH,200,3.222
604861,Road Ranger #2117,7409 I-80 Exit 237,Omaha,IL,140,3.103
604862,Flying J #4918,1572 I-40 Exit 391,New Middletown,OH,192,3.051
604863,Kwik Trip #9225,2927 I-95 Exit 231,Yarrow Point,WA,15,4.016
604864,QuikTrip #1515,9748 I-95 Exit 138,Middleburg,NC,344,2.906
604865,Road Ranger #9369,7389 US-287 Exit 174,Glenwood,AR,8,3.308
604866,Bosselman Travel Center #7910,914 State Hwy 6 Exit 137,Claremont,IL,339,2.647
604867,Petro Stopping Center #925,7845 I-10 Exit 37,Miller South Cove,TX,328,3.084
604868,Petro Stopping Center #6948,1842 I-40 Exit 167,Lake Providence,LA,169,3.141
604869,AMBEST #5578,3088 US-287 Exit 323,Perry,OH,16,3.203
604870,Kwik Trip #3122,981 I-40 Exit 186,Moorefield,VA,283,2.671
604871,Loves Travel Stop #1976,3853 I-40 Exit 264,Gary,IN,334,3.276
604872,Flying J #1922,1321 State Hwy 6 Exit 327,Wildewood,MD,318,2.922
604873,Sapp Bros #2121,5873 I-80 Exit 76,Woodway,WA,387,4.048
604874,Sapp Bros #997,9119 I-95 Exit 217,Rolling Meadows,IL,15,3.086
604875,AMBEST #7968,1328 I-10 Exit 112,Penermon,MO,250,3.230
604876,Roadys Truck Stop #7760,298 I-10 Exit 288,Burna,KY,32,2.826
604877,Roadys Truck Stop #263,7112 I-40 Exit 176,Reading,KS,368,3.283
604878,Petro Stopping Center #558,5913 I-40 Exit 46,Catalpa Canyon,NM,277,3.236
604879,Flying J #3016,9138 I-10 Exit 142,Mackeyville,PA,12,3.222
604880,AMBEST #4915,4694 I-40 Exit 233,Fulton,IL,318,2.850
604881,Pilot Travel Center #4579,3411 I-95 Exit 290,Jewett,TX,387,3.088
604882,Loves Travel Stop #7546,3215 I-10 Exit 75,Colonial Beach,VA,149,2.926
604883,Roadys Truck Stop #1888,5849 I-10 Exit 184,Longview,TX,81,3.144
604884,Loves Travel Stop #1193,4165 US-287 Exit 41,Park Ridge,IL,151,3.304
604885,Kwik Trip #1803,2366 State Hwy 6 Exit 375,Marshall,TX,282,2.690
604886,Roadys Truck Stop #6160,8939 I-10 Exit 113,Macomb,OK,168,2.949
604887,AMBEST #2958,7828 I-80 Exit 275,Standing Rock,AL,105,3.171
604888,Bosselman Travel Center #6817,8301 I-95 Exit 166,Curtis,NE,209,3.021
604889,Pilot Travel Center #6805,4497 US-287 Exit 387,Muncy,PA,208,2.763
604890,QuikTrip #946,3626 I-40 Exit 318,Sullivan,IN,192,3.049
604891,QuikTrip #9399,9762 State Hwy 6 Exit 170,Sharon,WI,290,3.456
604892,Flying J #9838,4243 US-287 Exit 332,Turah,MT,397,3.950
604893,Bosselman Travel Center #4277,3666 I-40 Exit 238,Muscoy,CA,334,3.605
604894,QuikTrip #8328,4396 US-287 Exit 306,Milner,GA,334,2.874
604895,Road Ranger #1115,2862 I-80 Exit 30,Raritan,NJ,246,3.164
604896,Petro Stopping Center #6427,5504 I-10 Exit 17,Orofino,ID,335,3.571
604897,AMBEST #2549,9212 State Hwy 6 Exit 7,Saint Francis,KS,39,3.473
604898,QuikTrip #6794,1203 I-40 Exit 262,Haskins,OH,38,3.093
604899,Kwik Trip #9938,8942 I-40 Exit 356,Vincent,AL,332,3.021
604900,Pilot Travel Center #1943,1915 I-40 Exit 146,Coleta,IL,236,2.907
604901,Pilot Travel Center #8433,4485 US-287 Exit 358,Kenilworth,IL,130,3.090
604902,Flying J #2297,5819 State Hwy 6 Exit 241,Falcon Heights,MN,69,3.465
604903,Loves Travel Stop #1153,9321 I-10 Exit 170,Valley Springs,AR,39,3.111
604904,Bosselman Travel Center #4565,6035 I-10 Exit 352,Harper Woods,MI,348,3.086
604905,TA Travel Center #6686,5893 I-95 Exit 328,Lower Brule,SD,68,3.391
604906,Loves Travel Stop #5015,7204 I-80 Exit 349,Ora,IN,6,3.159
604907,Pilot Travel Center #212,8834 I-95 Exit 278,North Miami Beach,FL,384,2.484
604908,QuikTrip #7003,4988 I-10 Exit 55,Upper Sandusky,OH,158,3.028
604909,Flying J #7601,7395 I-80 Exit 82,Newell,WV,92,2.935
604910,Roadys Truck Stop #9593,3211 I-40 Exit 387,Fullerton,PA,143,3.080
604911,Bosselman Travel Center #3895,5916 US-287 Exit 275,Amherst,NE,286,3.256
604912,QuikTrip #3390,2444 State Hwy 6 Exit 214,Panther Valley,NJ,365,3.112
604913,Loves Travel Stop #9780,768 I-80 Exit 230,Shorewood,MN,242,3.059
604914,Pilot Travel Center #2885,5326 I-10 Exit 99,Madison,NJ,233,3.110
604915,AMBEST #5316,9611 I-80 Exit 107,Turkey,NC,170,3.167
604916,Road Ranger #5784,1214 I-10 Exit 152,Cypress,IL,295,2.999
604917,Petro Stopping Center #744,427 State Hwy 6 Exit 136,Aguilar,CO,221,3.460
604918,Flying J #9727,7605 I-95 Exit 268,Loganton,PA,275,2.951
604919,Loves Travel Stop #1805,8698 I-95 Exit 74,Chicago Heights,IL,50,3.107
604920,Pilot Travel Center #7296,6289 I-10 Exit 17,Milford,MI,166,2.824
604921,AMBEST #9568,6055 US-287 Exit 275,Allenhurst,NJ,338,2.910
604922,Pilot Travel Center #4224,2460 US-287 Exit 115,Grand Meadow,MN,355,2.925
604923,QuikTrip #7775,6756 I-95 Exit 367,Desert Center,CA,209,3.467
604924,Sapp Bros #4543,9726 State Hwy 6 Exit 196,Anamosa,IA,16,3.118
604925,QuikTrip #224,2983 I-95 Exit 325,Bunker Hill,IN,241,3.149
604926,QuikTrip #2181,3529 I-95 Exit 15,Galena Park,TX,185,3.261
604927,QuikTrip #2013,2653 I-40 Exit 207,Canfield,OH,379,3.449
604928,Roadys Truck Stop #3047,9979 State Hwy 6 Exit 345,Hardy,AR,198,2.977
604929,Kwik Trip #3070,7924 I-80 Exit 136,Chalco,NE,87,2.785
604930,AMBEST #4450,2887 State Hwy 6 Exit 278,Hereford,PA,167,3.034
604931,Road Ranger #4871,4861 State Hwy 6 Exit 2,Simpson,IL,323,2.902
604932,AMBEST #6706,8393 I-95 Exit 295,Sibley,IL,170,2.863
604933,Kwik Trip #4019,2484 I-40 Exit 320,Palmyra,IL,40,2.927
604934,Flying J #3190,617 US-287 Exit 153,Blue,OK,65,2.781
604935,Loves Travel Stop #7937,5430 I-80 Exit 154,Elsah,IL,354,2.916
604936,Petro Stopping Center #5835,331 US-287 Exit 160,Avonmore,PA,213,3.054
604937,TA Travel Center #4330,506 US-287 Exit 351,Goshen,NY,393,3.106
604938,Loves Travel Stop #6731,3634 I-40 Exit 218,Cabot,AR,372,2.784
604939,AMBEST #6433,4815 I-40 Exit 250,Hyde,PA,29,3.204
604940,QuikTrip #9704,360 US-287 Exit 226,Shallow Water,KS,137,3.271
604941,TA Travel Center #2013,2273 I-10 Exit 21,Pines Lake,NJ,218,3.174
604942,Pilot Travel Center #6242,8302 I-40 Exit 356,Alpena,AR,275,2.803
604943,Sapp Bros #6961,9823 I-40 Exit 386,Curtisville,PA,68,3.046
604944,Loves Travel Stop #8257,954 I-95 Exit 260,Worthington,MO,258,2.835
604945,Pilot Travel Center #7291,2405 US-287 Exit 77,Norwood,MO,32,2.928
604946,Kwik Trip #7385,7668 I-80 Exit 78,Kent,OH,195,3.109
604947,Bosselman Travel Center #7041,6514 State Hwy 6 Exit 116,West Belmar,NJ,143,2.820
604948,Kwik Trip #7248,1116 I-40 Exit 378,Dorchester,TX,167,2.820
604949,Road Ranger #686,834 I-95 Exit 191,Northumberland,PA,285,3.029
604950,Loves Travel Stop #4871,6471 US-287 Exit 35,Sharon,PA,224,3.214
604951,QuikTrip #9677,2861 I-40 Exit 74,Palmetto,GA,226,3.227
604952,Sapp Bros #2422,6748 I-40 Exit 248,Aldie,VA,63,3.162
604953,Kwik Trip #6964,7805 I-40 Exit 341,Somerset,KS,300,2.952
604954,Road Ranger #7875,2398 I-40 Exit 35,Edwardsville,IL,396,3.121
604955,Roadys Truck Stop #4282,8968 I-10 Exit 162,Oak City,NC,133,2.915
604956,TA Travel Center #5443,9175 I-40 Exit 359,Michiana Shores,IN,300,3.127
604957,Road Ranger #6785,3520 US-287 Exit 284,Tabor,IA,47,3.153
604958,Petro Stopping Center #4061,6390 I-80 Exit 191,Arnold Line,MS,329,3.317
604959,Roadys Truck Stop #9391,1985 I-10 Exit 171,West Babylon,NY,126,3.321
604960,Bosselman Travel Center #4025,225 US-287 Exit 285,Strodes Mills,PA,42,3.014
604961,Kwik Trip #8286,6324 I-80 Exit 145,Plantation,FL,2,2.907
604962,Loves Travel Stop #554,1141 I-40 Exit 223,South Milford,IN,352,3.272
604963,Road Ranger #1166,9482 US-287 Exit 381,Grandview Plaza,KS,260,3.309
604964,Loves Travel Stop #8770,3421 I-10 Exit 77,Marshallville,OH,294,2.853
604965,Road Ranger #8979,7161 US-287 Exit 99,Gisela,AZ,220,3.775
604966,Petro Stopping Center #5942,383 I-10 Exit 40,Strawn,IL,284,3.070
604967,Loves Travel Stop #9298,7957 I-95 Exit 186,Lasker,NC,30,3.346
604968,Petro Stopping Center #3422,6404 I-10 Exit 39,Udell,IA,91,3.012
604969,Sapp Bros #1174,4767 I-80 Exit 389,Estelle,LA,339,2.834
604970,Loves Travel Stop #8711,9979 I-10 Exit 41,Stony Point,NY,67,2.864
604971,Petro Stopping Center #1138,5471 I-10 Exit 82,Levasy,MO,35,3.240
604972,AMBEST #4034,3578 I-95 Exit 233,Oreana,IL,106,3.330
604973,Pilot Travel Center #839,6429 I-40 Exit 121,Krum,TX,333,3.287
604974,Kwik Trip #9756,7372 I-95 Exit 356,Stony Creek Mills,PA,184,3.415
604975,QuikTrip #3822,7768 I-10 Exit 237,Oakwood Hills,IL,189,2.845
604976,Road Ranger #4962,1785 I-40 Exit 282,North Caldwell,NJ,303,3.199
604977,Petro Stopping Center #6161,2359 I-40 Exit 246,Allen,TX,65,3.210
604978,Petro Stopping Center #201,3262 State Hwy 6 Exit 198,Leo Cedarville,IN,135,3.062
604979,Bosselman Travel Center #4997,1404 I-80 Exit 122,Sunset Valley,TX,12,3.249
604980,Petro Stopping Center #5332,6014 I-80 Exit 366,Corn Creek,SD,70,3.210
604981,Sapp Bros #5404,4857 I-95 Exit 362,Cushman,AR,131,3.076
604982,Sapp Bros #1264,4347 I-40 Exit 121,Harrison,MT,386,3.516
604983,Roadys Truck Stop #3420,2523 US-287 Exit 162,Piper City,IL,271,3.138
604984,Flying J #3558,3209 I-10 Exit 110,Johnston,IA,6,2.766
604985,Sapp Bros #7105,1730 I-10 Exit 117,Folsom,LA,56,3.210
604986,Road Ranger #4099,8171 I-80 Exit 106,Sterling,VA,357,3.189
604987,Roadys Truck Stop #7790,986 I-95 Exit 93,Chester,NY,381,3.484
604988,Road Ranger #6169,2982 I-10 Exit 78,Manor,TX,40,2.933
604989,Loves Travel Stop #1354,1801 I-95 Exit 300,Belton,MO,16,3.270
604990,AMBEST #900,8412 State Hwy 6 Exit 300,Oskaloosa,IA,292,3.020
604991,Flying J #3687,3485 I-40 Exit 308,La Jara,CO,335,3.412
604992,AMBEST #1450,9312 State Hwy 6 Exit 11,Red Hill,PA,83,2.985
604993,Pilot Travel Center #8458,2610 I-95 Exit 289,Macon,IL,209,2.939
604994,Kwik Trip #2037,9039 I-40 Exit 137,Stewartville,AL,121,2.801
604995,Flying J #5306,8608 State Hwy 6 Exit 92,Birmingham,IA,278,3.094
604996,Kwik Trip #9292,237 US-287 Exit 278,Seboyeta,NM,269,3.789
604997,QuikTrip #8062,9815 State Hwy 6 Exit 257,Cicero,IN,19,2.872
604998,Bosselman Travel Center #943,3022 US-287 Exit 146,Butte Silver Bow,MT,215,3.697
604999,Petro Stopping Center #4579,2696 I-80 Exit 336,Hillsboro Beach,FL,177,3.134
605000,AMBEST #6351,4553 I-95 Exit 140,Pell City,AL,15,2.933
605001,Road Ranger #9664,3143 I-10 Exit 396,Schwana,WA,242,3.948
605002,Pilot Travel Center #8039,6205 US-287 Exit 75,Hydro,OK,79,3.154
605003,AMBEST #4419,9183 I-95 Exit 283,Rayne,LA,19,3.142
605004,Kwik Trip #9546,9112 I-80 Exit 206,Fremont,NE,98,3.239
605005,AMBEST #1865,5602 I-95 Exit 201,Sanatoga,PA,183,3.098
605006,AMBEST #8698,1847 US-287 Exit 28,Rock Ridge,CT,400,2.926
605007,Flying J #4542,8927 US-287 Exit 175,Bainbridge,IN,142,2.998
605008,Bosselman Travel Center #3184,2923 State Hwy 6 Exit 98,New Wilmington,PA,112,3.250
605009,Petro Stopping Center #5745,7389 I-40 Exit 260,Canterwood,WA,343,4.282
605010,Sapp Bros #9817,6289 State Hwy 6 Exit 45,Matthews,IN,361,3.248
605011,Petro Stopping Center #5111,7045 State Hwy 6 Exit 192,Huguley,AL,266,2.812
605012,Pilot Travel Center #8695,5840 State Hwy 6 Exit 63,Greenlawn,NY,26,2.744
605013,QuikTrip #808,6393 I-40 Exit 50,Sauget,IL,132,3.339
605014,TA Travel Center #3607,5660 I-95 Exit 214,Harbine,NE,6,2.843
605015,Roadys Truck Stop #5846,8636 US-287 Exit 181,Vicksburg,MS,89,3.129
605016,Sapp Bros #475,9857 I-10 Exit 155,Commerce,MO,148,3.310
605017,Flying J #7225,404 I-10 Exit 139,Iowa Falls,IA,274,2.617
605018,Kwik Trip #6570,1186 I-95 Exit 56,Fishersburg,IN,254,3.037
605019,Petro Stopping Center #5394,7302 I-10 Exit 162,Terrytown,LA,226,2.635
605020,Roadys Truck Stop #3599,7204 I-95 Exit 358,Ionia,IA,348,3.351
605021,Pilot Travel Center #694,8410 I-95 Exit 338,Sherrill,AR,244,3.416
605022,AMBEST #874,3716 State Hwy 6 Exit 182,Dyer,IN,316,2.948
605023,Road Ranger #674,7721 State Hwy 6 Exit 141,Stuttgart,KS,217,2.820
605024,Flying J #3297,4973 I-40 Exit 291,Canton,KS,362,3.292
605025,AMBEST #7579,979 US-287 Exit 174,Brazos,NM,173,3.395
605026,AMBEST #3368,3484 I-80 Exit 397,Gassville,AR,149,2.963
605027,Flying J #1561,7799 I-10 Exit 69,Roslyn Estates,NY,351,2.948
605028,Roadys Truck Stop #3771,1682 I-95 Exit 260,West Tawakoni,TX,183,3.050
605029,Flying J #4316,431 I-80 Exit 201,Chatham,IL,64,3.101
605030,Sapp Bros #8631,5340 I-80 Exit 196,Mission Hills,KS,107,3.023
605031,TA Travel Center #3508,1472 I-40 Exit 228,Reyno,AR,360,3.242
605032,Road Ranger #5612,7795 State Hwy 6 Exit 264,Exeter,PA,353,3.038
605033,Kwik Trip #4709,6961 I-80 Exit 17,Prentiss,MS,191,3.044
605034,Road Ranger #1536,1579 I-95 Exit 215,Mattawa,WA,201,3.776
605035,Kwik Trip #2934,7798 I-80 Exit 205,Upland,IN,117,3.082
605036,Kwik Trip #9041,1605 US-287 Exit 290,Oak Ridge,TX,225,2.990
605037,Road Ranger #7306,4296 I-40 Exit 282,Vienna Center,OH,39,3.205
605038,TA Travel Center #7688,1403 I-10 Exit 183,North Druid Hills,GA,384,2.784
605039,Loves Travel Stop #3271,1902 I-95 Exit 139,Oceanside,NY,270,3.189
605040,TA Travel Center #7749,6898 I-10 Exit 113,Hospers,IA,139,3.321
605041,Flying J #9867,4411 State Hwy 6 Exit 120,Belvidere,SD,191,3.221
605042,Road Ranger #8761,6684 I-10 Exit 276,Heltonville,IN,389,3.096
605043,Flying J #5299,4688 State Hwy 6 Exit 119,Joshua Tree,CA,239,3.583
605044,Petro Stopping Center #7426,3131 State Hwy 6 Exit 136,Bothell,WA,346,4.113
605045,Road Ranger #7559,9856 I-80 Exit 64,Hanley Hills,MO,353,2.932
605046,Pilot Travel Center #7344,1314 I-80 Exit 127,Dunnavant,AL,98,2.828
605047,Roadys Truck Stop #7361,8501 I-40 Exit 351,Columbiana,AL,75,2.987
605048,Petro Stopping Center #2716,3695 State Hwy 6 Exit 126,Demopolis,AL,302,2.854
605049,AMBEST #9792,7501 State Hwy 6 Exit 340,Geeseytown,PA,360,3.210
605050,Loves Travel Stop #4203,5608 I-95 Exit 274,Lawrenceville,IL,212,3.017
605051,Loves Travel Stop #3648,6568 US-287 Exit 100,Central City,SD,78,3.381
605052,Pilot Travel Center #6628,4070 I-80 Exit 259,Kings,IL,235,3.319
605053,QuikTrip #5353,5658 US-287 Exit 369,Mclendon Chisholm,TX,257,2.975
605054,Petro Stopping Center #2556,1211 I-40 Exit 351,Springfield,LA,306,3.303
605055,Bosselman Travel Center #8067,9777 I-10 Exit 267,Jensen Beach,FL,266,2.865
605056,Pilot Travel Center #1231,9460 State Hwy 6 Exit 367,Ellisville,MO,214,3.216
605057,AMBEST #6496,7345 I-95 Exit 105,La Crosse,KS,298,3.087
605058,Kwik Trip #3289,6467 I-10 Exit 366,Concord,IL,17,3.034
605059,Road Ranger #8192,9628 I-95 Exit 306,Mountain View,OK,22,3.089
605060,Road Ranger #8841,9917 I-10 Exit 94,Creston,OH,9,2.875
605061,QuikTrip #9544,8481 I-80 Exit 359,South Palm Beach,FL,125,2.599
605062,Loves Travel Stop #3200,6716 I-80 Exit 144,Ruskin,NE,3,3.118
605063,Kwik Trip #3228,1439 I-95 Exit 172,Walbridge,OH,349,3.357
605064,Roadys Truck Stop #4372,6575 State Hwy 6 Exit 147,Iyanbito,NM,130,3.776
605065,Sapp Bros #6836,3266 I-10 Exit 371,Reedsville,PA,92,3.237
605066,Road Ranger #5489,468 US-287 Exit 157,Argos,IN,333,3.285
605067,Roadys Truck Stop #7735,8658 I-95 Exit 339,Tushka,OK,148,2.840
605068,Pilot Travel Center #6233,9571 US-287 Exit 135,Lewis,IA,246,3.094
605069,Petro Stopping Center #3065,220 I-40 Exit 66,Del Aire,CA,273,3.958
605070,Flying J #5077,3718 I-10 Exit 232,Sylvarena,MS,49,2.991
605071,Petro Stopping Center #2976,4757 I-80 Exit 347,New Blaine,AR,258,3.001
605072,Loves Travel Stop #4129,7657 I-80 Exit 338,Jackson Center,PA,140,3.042
605073,Bosselman Travel Center #2670,8872 I-95 Exit 152,Clarks Green,PA,17,3.156
605074,Roadys Truck Stop #6969,5285 State Hwy 6 Exit 115,Renick,MO,271,2.777
605075,AMBEST #5615,3928 I-10 Exit 239,Tribbey,OK,162,3.135
605076,TA Travel Center #295,8042 I-80 Exit 44,Golden Valley,AZ,163,3.508
605077,Bosselman Travel Center #9004,881 US-287 Exit 197,Burien,WA,3,3.977
605078,Petro Stopping Center #8226,681 I-80 Exit 87,Leonardtown,MD,329,3.160
605079,Road Ranger #1477,3979 I-10 Exit 98,Woodward,PA,238,2.742
605080,Pilot Travel Center #6462,8905 US-287 Exit 6,Shelby,AL,316,2.935
605081,AMBEST #6800,4650 I-80 Exit 294,Speedway,IN,119,2.770
605082,Sapp Bros #6100,744 State Hwy 6 Exit 322,Elkton,MN,301,2.994
605083,Flying J #2971,220 I-40 Exit 353,Pleasant Grove,AL,363,3.004
605084,TA Travel Center #5011,4480 I-10 Exit 368,New Burnside,IL,304,2.966
605085,Loves Travel Stop #3703,747 I-10 Exit 197,Wilder,MN,52,3.288
605086,AMBEST #8060,996 US-287 Exit 63,Putnam,OK,297,3.151
605087,Flying J #6777,4272 I-40 Exit 386,South North P J,PA,196,3.078
605088,Loves Travel Stop #2129,8443 I-80 Exit 94,Long Branch,NJ,88,3.160
605089,Petro Stopping Center #1946,3775 I-10 Exit 365,Stigler,OK,85,3.029
605090,Pilot Travel Center #1376,517 I-80 Exit 126,Elysburg,PA,92,2.866
605091,Flying J #2689,2083 I-80 Exit 292,Edon,OH,296,3.036
605092,Road Ranger #8951,5255 I-95 Exit 62,Bryan,OH,145,3.025
605093,TA Travel Center #8208,3924 US-287 Exit 19,Valparaiso,NE,89,3.317
605094,Bosselman Travel Center #1489,6531 I-40 Exit 27,Arcadia,OK,354,3.307
605095,Loves Travel Stop #9925,9614 US-287 Exit 115,Dodd City,TX,350,3.093
605096,Sapp Bros #7954,8331 I-10 Exit 153,Sussex,NJ,340,3.150
605097,TA Travel Center #8950,1554 US-287 Exit 335,Kings Grant,NC,127,2.809
605098,Road Ranger #5091,2101 I-95 Exit 293,Nageezi,NM,240,3.158
605099,Bosselman Travel Center #8903,1520 State Hwy 6 Exit 209,Marietta,GA,124,3.099
605100,AMBEST #1780,1869 US-287 Exit 142,Taylor,MI,108,3.113
605101,Road Ranger #1967,7227 I-10 Exit 229,Whelen Springs,AR,27,3.143
605102,Pilot Travel Center #5042,9272 I-95 Exit 71,Ligonier,IN,15,3.161
605103,Roadys Truck Stop #4398,5800 State Hwy 6 Exit 75,Tipton,IN,332,2.914
605104,Bosselman Travel Center #9063,3187 I-10 Exit 91,Tampico,IL,362,2.926
605105,QuikTrip #3220,7200 US-287 Exit 75,Seville,OH,332,3.009
605106,Flying J #7564,2243 US-287 Exit 327,Deaver,WY,374,3.311
605107,Road Ranger #2168,941 I-10 Exit 327,Boyd,MT,162,3.406
605108,Road Ranger #7707,1649 State Hwy 6 Exit 228,Evadale,TX,37,3.104
605109,TA Travel Center #7700,5190 US-287 Exit 362,Le Center,MN,10,3.153
605110,Bosselman Travel Center #7481,2239 US-287 Exit 104,Lake Sumner,NM,128,3.313
605111,AMBEST #2804,5170 I-10 Exit 299,Shoreham,MI,233,3.165
605112,Flying J #367,6588 I-95 Exit 218,Bay Park,NY,281,2.910
605113,Kwik Trip #7843,9129 State Hwy 6 Exit 60,Lock Haven,PA,295,3.252
605114,Pilot Travel Center #2335,2409 I-95 Exit 360,Houghton,IA,177,3.447
605115,Petro Stopping Center #838,4492 I-40 Exit 73,Kimmell,IN,207,3.094
605116,Roadys Truck Stop #8617,4289 US-287 Exit 352,Mccomb,MS,32,2.813
605117,Loves Travel Stop #5330,7174 I-10 Exit 335,Hurley,SD,67,3.325
605118,Petro Stopping Center #8592,1984 I-95 Exit 388,Log Lane Village,CO,10,3.595
605119,Roadys Truck Stop #315,4858 US-287 Exit 331,Navajo,NM,384,3.353
605120,QuikTrip #9099,1164 US-287 Exit 243,Secaucus,NJ,19,3.018
605121,Sapp Bros #7219,5033 I-95 Exit 398,Cloverdale,OH,237,2.946
605122,TA Travel Center #9629,2129 I-80 Exit 205,Nazareth,TX,289,2.933
605123,Kwik Trip #1660,5238 I-80 Exit 115,Midlothian,VA,139,3.209
605124,Flying J #9019,4978 I-80 Exit 11,Buffalo,IL,314,3.033
605125,AMBEST #2366,6940 I-95 Exit 233,Salina,KS,259,3.030
605126,Loves Travel Stop #925,2988 I-40 Exit 258,Lakeside,VA,175,3.049
605127,Road Ranger #2602,809 I-10 Exit 186,Hartman,AR,205,3.021
605128,Pilot Travel Center #3198,4330 US-287 Exit 27,Shumway,AZ,175,3.685
605129,Kwik Trip #5968,7261 US-287 Exit 376,Cambridge City,IN,316,3.105
605130,QuikTrip #4311,4092 I-95 Exit 395,Palmer,IA,177,3.043
605131,Pilot Travel Center #4213,4960 I-10 Exit 343,Solon,IA,326,2.923
605132,Road Ranger #9329,2395 I-10 Exit 9,Lake Aluma,OK,304,2.812
605133,Sapp Bros #4687,5345 US-287 Exit 139,Hilltop,MN,309,3.374
605134,Flying J #1285,1703 State Hwy 6 Exit 357,Mansfield,TX,293,3.214
605135,Petro Stopping Center #9662,4915 US-287 Exit 68,Sawyerwood,OH,95,3.157
605136,Bosselman Travel Center #9493,5589 I-10 Exit 257,Moundridge,KS,236,3.028
605137,Petro Stopping Center #2644,7281 I-95 Exit 211,Ocean Grove,NJ,380,3.145
605138,Bosselman Travel Center #5355,5688 I-40 Exit 291,Brown Station,MD,156,3.395
605139,QuikTrip #8807,6323 I-10 Exit 146,Holts Summit,MO,35,3.149
605140,Kwik Trip #2860,8394 I-10 Exit 33,Egypt,PA,7,3.011
605141,Road Ranger #5611,9335 I-80 Exit 179,Hogansville,GA,53,3.056
605142,Kwik Trip #9784,4725 State Hwy 6 Exit 82,Kasson,MN,126,3.194
605143,Loves Travel Stop #1468,7211 State Hwy 6 Exit 190,Darlington,IN,189,2.805
605144,Roadys Truck Stop #3746,107 I-40 Exit 349,Ocean Breeze,FL,152,3.180
605145,AMBEST #3267,3417 US-287 Exit 298,Yutan,NE,21,3.282
605146,Petro Stopping Center #308,7611 I-10 Exit 323,Silver Hill,MD,187,3.150
605147,Sapp Bros #6708,9388 US-287 Exit 47,South Lead Hill,AR,136,3.466
605148,QuikTrip #3551,5673 I-95 Exit 75,Sandborn,IN,354,2.876
605149,Kwik Trip #3297,6376 I-80 Exit 189,Lonsdale,MN,387,2.939
605150,Road Ranger #1762,6539 I-40 Exit 217,Los Angeles,CA,187,3.713
605151,Roadys Truck Stop #6543,5268 State Hwy 6 Exit 206,Charlotte,IA,159,3.217
605152,Roadys Truck Stop #5958,5675 I-95 Exit 201,The Crossings,FL,59,2.947
605153,QuikTrip #1997,1480 I-40 Exit 217,Rockwell,AR,293,3.109
605154,Roadys Truck Stop #9916,3794 I-95 Exit 95,Eminence,MO,144,2.883
605155,Bosselman Travel Center #6762,2628 I-80 Exit 160,Franklin Grove,IL,146,3.168
605156,TA Travel Center #8345,5270 I-40 Exit 177,Whittier,CA,213,3.891
605157,TA Travel Center #8731,3478 State Hwy 6 Exit 307,Marble Rock,IA,395,3.070
605158,Petro Stopping Center #1233,8287 I-10 Exit 111,Bache,OK,115,3.228
605159,Road Ranger #4151,6894 I-10 Exit 29,Belvidere,NE,60,3.336
605160,Kwik Trip #7063,7929 State Hwy 6 Exit 396,Jalapa,IN,350,3.149
605161,Pilot Travel Center #6124,3617 US-287 Exit 383,Redwood,MS,172,3.152
605162,Kwik Trip #1735,7115 I-10 Exit 379,Edgard,LA,340,3.015
605163,AMBEST #6039,5168 I-95 Exit 370,Burlington,IA,277,2.920
605164,AMBEST #6535,1887 I-95 Exit 160,Mount Olive,NC,196,2.858
605165,Petro Stopping Center #9180,8193 State Hwy 6 Exit 4,Weedville,PA,268,3.013
605166,QuikTrip #6510,5111 State Hwy 6 Exit 14,Wildwood,MO,105,2.923
605167,Roadys Truck Stop #3421,2868 US-287 Exit 67,Lynbrook,NY,276,3.119
605168,TA Travel Center #8280,1713 I-95 Exit 322,Stevensville,MT,73,3.516
605169,Loves Travel Stop #7583,3765 State Hwy 6 Exit 199,Colton,WA,383,4.223
605170,Roadys Truck Stop #7588,3895 I-95 Exit 29,Decatur,IL,194,2.926
605171,AMBEST #825,8104 I-80 Exit 255,Miami Gardens,FL,349,2.838
605172,AMBEST #3299,6875 US-287 Exit 365,Sterling Ranch,CO,229,3.363
605173,Roadys Truck Stop #1331,4340 State Hwy 6 Exit 358,Plum Valley,IL,222,2.873
605174,Road Ranger #7793,2036 State Hwy 6 Exit 131,Elliott,IA,15,3.234
605175,TA Travel Center #2685,6570 I-40 Exit 366,Willard,OH,338,3.086
